,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,User,Text,Date,Hashtags
9760,18765,20433,22269,22269,airnews_Chennai,COVID-19 Positive Deaths (31.07.2020) #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN,2020-07-31 12:40:42+00:00,#Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN
9761,18767,20435,22271,22271,airnews_Chennai,Tamil Nadu COVID 19 – District Wise Case Details* (31/07/2020) #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN,2020-07-31 12:39:30+00:00,#Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN
9765,18775,20443,22279,22279,airnews_Chennai,#TNCoronaUpdate: கோவிட்-19 தொற்று அடைந்தவர்களில் இதுவரை 74.82 % குணமடைந்துள்ளனர். #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN,2020-07-31 12:37:33+00:00,#TNCoronaUpdate #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN
9767,18778,20447,22283,22283,airnews_Chennai,"#BREAKING || தமிழகத்தில் இதுவரை கோவிட்-19-னால் உயிரிழந்தவர்களின் எண்ணிக்கை 3,935-ஆக அதிகரித்துள்ளது - மாநில மக்கள் நல்வாழ்வுத்துறை. #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN",2020-07-31 12:35:43+00:00,#BREAKING #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN
9769,18782,20452,22288,22288,airnews_Chennai,"#BREAKING || சென்னையில் இதுவரை 99,794 பேருக்கு கோவிட்-19 பாதிப்பு - மாநில மக்கள் நல்வாழ்வுத்துறை. #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN",2020-07-31 12:34:40+00:00,#BREAKING #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN
9771,18785,20455,22292,22292,airnews_Chennai,"#BREAKING || சென்னையில் இன்று மட்டும் 1,013 பேருக்கு கோவிட்-19 பாதிப்பு - மாநில மக்கள் நல்வாழ்வுத்துறை. #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN",2020-07-31 12:33:58+00:00,#BREAKING #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN
9772,18787,20457,22294,22294,airnews_Chennai,"#BREAKING || தமிழகத்தில் கோவிட்-19 க்கான பரிசோதனை இதுவரை 25,60,269 பேருக்கு செய்யப்பட்டுள்ளது - மாநில மக்கள் நல்வாழ்வுத்துறை. #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN",2020-07-31 12:33:24+00:00,#BREAKING #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN
9774,18791,20462,22300,22300,airnews_Chennai,"#BREAKING || தமிழகத்தில் இன்று மட்டும் கோவிட்-19 தொற்று 5,881 பேருக்கு உறுதி - மாநில மக்கள் நல்வாழ்வுத்துறை. #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN_Together_AgainstCorona #TNFightsCorona #COVID19 #Covid19India #TNHealth #IndiaFightsCorona",2020-07-31 12:32:05+00:00,#BREAKING #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN_Together_AgainstCorona #TNFightsCorona #COVID19 #Covid19India #TNHealth #IndiaFightsCorona
9805,18846,20517,22356,22356,Thalayangamnews,டெல்லி அரசின் ஊரடங்கு 3ஆம் கட்ட தளர்வு முடிவுகளை நிராகரித்தார் துணைநிலை ஆளுநர் அனில் பைஜல் ஹோட்டல்கள் மற்றும் சோதனை அடிப்படையில் வார சந்தைகளைத் திறக்கும் டெல்லி அரசின் முடிவு நிராகரிப்பு #Delhi #LockDown #Covid19 #Thalayangam,2020-07-31 12:14:07+00:00,#Delhi #LockDown #Covid19 #Thalayangam
9806,18847,20518,22357,22357,vms_news,Govt extends COVID-19 lockdown guidelines in J&amp;K till August 5 https://vmsnewsonline.com/2020/07/31/govt-extends-covid-19-lockdown-guidelines-jk-till-august-5/ via @vms_news #Lockdown #JammuKashmir #COVID19 #Coronavirus #RedZones,2020-07-31 12:13:13+00:00,#Lockdown #JammuKashmir #COVID19 #Coronavirus #RedZones
9816,18867,20538,22377,22377,SakalMediaNews,रात्री दोघांचीही खड्ड्यात मरणाशी झुंज...मदतीची वाट बघतच तळमळत सोडला प्राण #nashik #marathinews #sakal #sakalnews #viral #viralnews #digitalnews #covid19 #coronavirus #lockdown #unlock #death #friend,2020-07-31 12:08:11+00:00,#nashik #marathinews #sakal #sakalnews #viral #viralnews #digitalnews #covid19 #coronavirus #lockdown #unlock #death #friend
9843,18916,20588,22428,22428,airnews_Chennai,ஆகஸ்ட் மாதம் இறுதி வரை ஊரடங்கு நீட்டிக்கப்பட்டுள்ளதால் தருமபுரி மாவட்டம் ஒகேனக்கலில் ஆடிப் பெருக்கு விழா நடைபெறாது என மாவட்ட ஆட்சியர் எஸ். மலர்விழி தெரிவித்துள்ளார். Video: Dhandapani #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN,2020-07-31 11:48:50+00:00,#Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN
9844,18918,20590,22430,22430,news7tamil,#கேள்விநேரம் ஆறாவது ஊரடங்கிற்கு என்ன திட்டம் வைத்திருக்கிறது அதிமுக அரசு? http://www.ns7.tv | #Covid19 | #LockDown | @AIADMKOfficial | @CMOTamilNadu,2020-07-31 11:48:08+00:00,#Covid19 #LockDown
9903,19030,20711,22560,22560,NewsmoveIn,"Assam: Weekend lockdown extended in Sonitpur district; Lockdown from 7 PM to 7 AM continues to remain in force throughout the district. Order issued by the District Magistrate, Sonitpur in exercise of powers conferred U/S 144 Cr.P.C. #covid19 #CoronavirusOutbreak #COVID19Pandemic",2020-07-31 11:06:01+00:00,#covid19 #CoronavirusOutbreak #COVID19Pandemic
9926,19075,20759,22610,22610,CNNnews18,#NewsAlert – Sikkim govt extends complete lockdown in the state till August 3 in view of spurt in #COVID19 cases. #IndiaFightsCOVID19,2020-07-31 10:49:08+00:00,#NewsAlert #COVID19 #IndiaFightsCOVID19
9932,19087,20772,22625,22625,1stIndiaNews,"#Sawaimadhopur: कोरोना संक्रमण को रोकने के लिए जिले से बड़ी खबर जिले के बाजारों के खुलने का समय किया गया निर्धारित, 4 अगस्त से सुबह 10 बजे से शाम 6 बजे तक ही खुलेंगे बाजार, इसके अतिरिक्त समय में दुकान खोलने पर दुकानदार के खिलाफ होगी कार्रवाई... #Covid19 #Lockdown #Unlock3",2020-07-31 10:44:08+00:00,#Sawaimadhopur #Covid19 #Lockdown #Unlock3
9936,19095,20780,22633,22633,PTI_News,Sikkim government extends complete lockdown in the state till August 3 in view of spurt in #COVID19 cases: Senior official,2020-07-31 10:42:14+00:00,#COVID19
9948,19118,20807,22664,22664,SakalMediaNews,अमानुष! रक्ताच्या थारोळ्यात घरात पडलेली पत्नी..बाहेरून दरवाजा लावून निर्दयी पती फरार ..थरारक घटना #nashik #marathinews #sakal #sakalnews #viral #viralnews #digitalnews #covid19 #coronavirus #lockdown #unlock #crime #relation #husbandwife,2020-07-31 10:26:26+00:00,#nashik #marathinews #sakal #sakalnews #viral #viralnews #digitalnews #covid19 #coronavirus #lockdown #unlock #crime #relation #husbandwife
9962,19146,20839,22702,22702,airnews_Chennai,மதுரை மாவட்டம் வடபழஞ்சி எல்காட் தொழில்நுட்ப பூங்கா வளாகத்தில் அமைக்கப்பட்டுள்ள கோவிட் கேர் சென்டரை கூட்டுறவுத்துறை அமைச்சர் செல்லூர் ராஜு மற்றும் வருவாய்த்துறை அமைச்சர் உதயகுமார் ஆகியோர் இன்று பார்வையிட்டனர். #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN,2020-07-31 10:06:46+00:00,#Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN
9973,19167,20861,22724,22724,NewsbyMorB," After Ecuador eased its lockdown, the virus surged in Quito - https://pandemic.pwastart.com/latest-news/after-ecuador-eased-its-lockdown-the-virus-surged-in-quito-2/?utm_source=AP CLICK to read Virus BREAKING Live News 24/7 PLEASE RT and FOLLOW #virus #outbreak #pandemic #sars #ebola #COVID2019 #COVID19 #coronavirus",2020-07-31 10:00:05+00:00,#virus #outbreak #pandemic #sars #ebola #COVID2019 #COVID19 #coronavirus
10017,19251,20953,22824,22824,SME__News,Using online tools during lockdown helped Edinburgh fish retailer George Baxter to land a prize catch. https://www.theguardian.com/helping-small-businesses-adapt/2020/jun/26/overnight-orders-went-up-tenfold-the-fishmonger-using-google-to-adapt-to-delivery-challenges #fishmonger #covid19 #digitalbusiness #onlinedelivery,2020-07-31 09:14:44+00:00,#fishmonger #covid19 #digitalbusiness #onlinedelivery
10024,19265,20970,22842,22842,airnews_gangtok,"#sikkim: #lockdown extended till 6am of 3rd August, revised guidelines issued for 3rd to 31st August. #COVID19 ",2020-07-31 09:08:46+00:00,#sikkim #lockdown #COVID19
10055,19324,21037,22920,22920,ABSCBNNews,"Caloocan Mayor Oca Malapitan places Brgy. 142 under total lockdown effective 12:01 a.m. of August 1 until 11:59 p.m., August 7. #COVID19Quarantine 28 #COVID19 cases were recorded in the area, according to the city's health department. | via @arraperezDZMM",2020-07-31 08:35:37+00:00,#COVID19Quarantine #COVID19
10059,19332,21046,22929,22929,airnewsalerts,#TamilNadu Government issues notification for extension of #lockdown till August 31. #COVID19 tally goes up to nearly 2 lakh forty thousand.,2020-07-31 08:30:19+00:00,#TamilNadu #lockdown #COVID19
10070,19353,21071,22957,22957,9NewsGoldCoast,#GALLERY: The Indonesian tourist island of Bali is re-opening after months of #COVID19-induced lockdown. #9News,2020-07-31 08:15:03+00:00,#GALLERY #COVID19 #9News
10143,19492,21235,23153,23153,SCMPNews,#Covid19 third wave: what Hong Kong can do to avoid a total lockdown ,2020-07-31 06:33:38+00:00,#Covid19
10162,19529,21283,23213,23213,airnews_Chennai,"நாடு முழுவதும் கோவிட்-19 நோய் தொற்றினால் பாதிக்கப்பட்டவர்களில் இதுவரை 10,57,806 பேர் குணமடைந்துள்ளனர். மேலும் 5,45,318 பேர் சிகிச்சை பெற்று வருகின்றனர். #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN",2020-07-31 05:49:31+00:00,#Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN
10168,19540,21294,23227,23227,SakalMediaNews,आमदारांच्या कोरोना रिपोर्टच्या गोंधळाचे उदाहरण ताजे असतानाच आणखी प्रकार उघडकीस...रुग्णांच्या नातेवाईकांचा संताप #nashik #marathinews #sakal #sakalnews #viral #viralnews #digitalnews #covid19 #coronavirus #lockdown #mla #reports,2020-07-31 05:40:40+00:00,#nashik #marathinews #sakal #sakalnews #viral #viralnews #digitalnews #covid19 #coronavirus #lockdown #mla #reports
10187,19575,21340,23284,23284,DasChinaEuropas,"#lockdown #covid19 #deutschland #wirtschaft #konjunktur #kaufkraft Mesdames et messieurs, rien ne va plus!",2020-07-31 04:52:26+00:00,#lockdown #covid19 #deutschland #wirtschaft #konjunktur #kaufkraft
10191,19583,21350,23295,23295,9NewsGoldCoast,"The Victoria Government is undertaking ""detailed work"" to see if the state would enter stage four lockdown. #COVID19 #9News",2020-07-31 04:45:02+00:00,#COVID19 #9News
10200,19599,21368,23316,23316,suvarnanewstv,ಅನ್‌ಲಾಕ್ 3.O: ಬಾರ್&ರೆಸ್ಟೋರೆಂಟ್‌ ಓಪನ್‌ಗೆ ಇಲ್ಲ ಅವಕಾಶ..! #Coronavirus #COVID19 #Lockdown #Unlock #KannadaNews #Kannada @CMofKarnataka #Unlock3 #unlock3guidelines,2020-07-31 04:33:04+00:00,#Coronavirus #COVID19 #Lockdown #Unlock #KannadaNews #Kannada #Unlock3 #unlock3guidelines
10208,19614,21386,23336,23336,COVIDNewsByMIB," #CoronaVirusUpdates: India's #COVID19 recovery rate improves to 64.55% as on July 31, 2020 Steady improvement in India's COVID-19 recovery rate since #lockdown initiation on March 25, 2020 #IndiaFightsCorona @ICMRDELHI Via @MoHFW_INDIA",2020-07-31 04:18:22+00:00,#CoronaVirusUpdates #COVID19 #lockdown #IndiaFightsCorona
10229,19655,21431,23390,23390,NewsMobileIndia,"Today's Morning News Digest by NewsMobile Keep up with your morning #Newspaper routine, even amid #lockdown with our special Daily Morning Digest! For the latest updates visit http://bit.ly/2UxuMRw #Coronavirus #CoronavirusPandemic #CoronavirusLockdown #COVID19 ",2020-07-31 03:11:37+00:00,#Newspaper #lockdown #Coronavirus #CoronavirusPandemic #CoronavirusLockdown #COVID19
10236,19669,21447,23407,23407,1stIndiaNews,"#Bundi शहर में 7 दिन के #Lockdown का आज तीसरा दिन आज से शहर में लॉक डाउन के दौरान 4 घंटे की होगी छूट, दुकानदार सहित शहरवासी कर सकेंगे खरीददारी, रक्षाबंधन व ईद के त्यौहार को देखते हुए प्रशासन ने लिया निर्णय #CoronaVirus #Covid19 #CoronaPandemic",2020-07-31 02:56:27+00:00,#Bundi #Lockdown #CoronaVirus #Covid19 #CoronaPandemic
10259,19714,21496,23457,23457,9NewsGoldCoast,"""A lot of people are feeling very despondent about what's happening. We're very concerned about the mental health and wellbeing of people are in isolation and lockdown."" #COVID19 #9News",2020-07-31 01:30:03+00:00,#COVID19 #9News
10267,19730,21513,23477,23477,covidnewsCH,#CoronaInfoCH #COVID19 #corona #uk Coronavirus: Will lockdown easing see more of ... ,2020-07-31 00:31:43+00:00,#CoronaInfoCH #COVID19 #corona #uk
10271,19738,21522,23487,23487,arabnews,#Eid sacrifices at West Bank drop as the #PalestinianAuthority has imposed a partial lockdown in some areas to battle a surge in #COVID19 cases https://arab.news/zexx4,2020-07-31 00:20:57+00:00,#Eid #PalestinianAuthority #COVID19
10277,19750,21536,23501,23501,newscomauHQ,"As #COVID19 cases continue to surge in Victoria, should non-essential industries be shut down across the state? This is what an extreme lockdown looks like. ",2020-07-30 23:59:32+00:00,#COVID19
10285,19766,21552,23519,23519,corona_scotnews,"Understanding of lockdown rules has dropped across UK, research suggests http://dlvr.it/RcjFX5 #coronavirus #covid19",2020-07-30 23:30:04+00:00,#coronavirus #covid19
10311,19816,21609,23585,23585,covidnewsCH,"#CoronaInfoCH #COVID19 #corona #ireland Irish citizens caught up in Victoria's Covid lockdown,... ",2020-07-30 22:31:56+00:00,#CoronaInfoCH #COVID19 #corona #ireland
10454,20091,21929,23957,23957,corona_scotnews,Phases set to stun: Industry leaders hit out at ‘truly extraordinary’ lockdown announcement http://dlvr.it/RchWsX #coronavirus #covid19,2020-07-30 18:34:34+00:00,#coronavirus #covid19
10500,20183,22031,24068,24068,coopnews,How to meet legal obligations on governance under #Covid19 #lockdown: Guidance on AGMS for #creditunions from @CFCFETweet #coops @WOCCU https://bit.ly/30b9jDt,2020-07-30 17:09:22+00:00,#Covid19 #lockdown #creditunions #coops
10509,20201,22049,24088,24088,Kashmirnews22,#Kashmir: District administration #Bandipora on Thursday extended the #lockdown for further 72 hours to prevent the deadly virus from spreading.The lockdown in the district was re-imposed on July 23 following the spurt in the number of #COVID19 cases. #KashmirNews,2020-07-30 16:49:40+00:00,#Kashmir #Bandipora #lockdown #COVID19 #KashmirNews
10552,20285,22143,24194,24194,airnews_Chennai,தஞ்சாவூர் மாவட்ட கோவிட்-19 விவரங்கள் (30.07.2020) #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN,2020-07-30 15:40:29+00:00,#Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN
10558,20296,22155,24208,24208,airnews_Chennai,கன்னியாகுமரி மாவட்டத்தில் நாகர்கோவில் அனைத்து மகளிர் காவல் நிலைய பெண் தலைமை காவலருக்கு கோவிட்-19 தொற்று உறுதியானதை தொடர்ந்து காவல் நிலையம் மூடப்பட்டு கிருமிநாசினி தெளிக்கப்பட்டது. #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN,2020-07-30 15:31:12+00:00,#Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN
10563,20306,22166,24220,24220,RTUKnews,"Busy beaches and packed pubs - are people losing sight of the #Covid19 pandemic? And will it result in a return to #lockdown? Professor at the @uniofbeds Gurch Randhawa explains how we can avoid the reclusive return, but we have to act now.",2020-07-30 15:16:52+00:00,#Covid19 #lockdown
10586,20349,22212,24269,24269,SakalMediaNews,"शहरात 'इतके' लाख नागरीक आजही आहेत प्रतिबंधीत क्षेत्रात, नागरिकांनो कोरोनाबाबत हलगर्जीपणा नकोच https://www.esakal.com/mumbai/more-fifty-lakh-citizens-are-contentment-zone-one-mumbai-city-327935 #ContentmentZone #Corona #CoronaVirus #Covid19 #Lockdown #Sakal #Sakalnews #Viral #ViralNews",2020-07-30 14:50:39+00:00,#ContentmentZone #Corona #CoronaVirus #Covid19 #Lockdown #Sakal #Sakalnews #Viral #ViralNews
10589,20355,22218,24277,24277,airnews_Chennai,கோவிட்-19 தொற்றினால் பாதிக்கப்பட்டு தனிமைப்படுத்தப்பட்ட பகுதிகளாக அறிவிக்கப்பட்ட நஞ்ச நாடு மற்றும் குருத்து குளி கிராமங்களில் மாவட்ட ஆட்சியர் திருமதி இன்னசென்ட் திவ்யா பார்வையிட்டு தடுப்பு நடவடிக்கைகளை ஆய்வு செய்தார். #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN,2020-07-30 14:44:50+00:00,#Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN
10593,20362,22227,24286,24286,alive24_news,#Alive24News #30July2020 #TopBreakingNews #UttarPradesh #India #China #Covid19 #Lockdown #EveningBulletin #SushantSinghCaseCBI #SushantSinghRajput #LatestNewsTodayHindi #YogiAdityanath,2020-07-30 14:42:39+00:00,#Alive24News #30July2020 #TopBreakingNews #UttarPradesh #India #China #Covid19 #Lockdown #EveningBulletin #SushantSinghCaseCBI #SushantSinghRajput #LatestNewsTodayHindi #YogiAdityanath
10618,20408,22277,24339,24339,DDNewsUP,"#IndiaFightsCorona: As responsible citizens, it’s our duty to share correct information, not fear. Together we will fight #COVID19. #CoronaOutbreak #SwasthaBharat #HealthForAll #Lockdown ",2020-07-30 14:03:00+00:00,#IndiaFightsCorona #COVID19 #CoronaOutbreak #SwasthaBharat #HealthForAll #Lockdown
10625,20422,22292,24364,24364,SakalMediaNews,पुणे महापालिका विरोधी पक्षनेत्या दिपाली धुमाळ यांच्या दिलदारपणाचे खरंच कौतुक करावयास हवे. #Sakal #SakalNews #PuneCity #DipaliDhumal #Covid19 #Lockdown #Coronavirus #DonatePlazma #Maharashtra #Viral @PMCPune,2020-07-30 13:47:36+00:00,#Sakal #SakalNews #PuneCity #DipaliDhumal #Covid19 #Lockdown #Coronavirus #DonatePlazma #Maharashtra #Viral
10646,20462,22347,24430,24430,AsliyatNews,#happybirthday #sonusood #dabangg #gym #bollywood #migrantworkers #help #kindness #volunteer #lockdown #covidwarrior #COVID19 #salmankhan #actor #pollywood #asliyat #asliyatnews #news #media #follow #like,2020-07-30 13:14:20+00:00,#happybirthday #sonusood #dabangg #gym #bollywood #migrantworkers #help #kindness #volunteer #lockdown #covidwarrior #COVID19 #salmankhan #actor #pollywood #asliyat #asliyatnews #news #media #follow #like
10660,20488,22374,24461,24461,Thalayangamnews,கோவிட்-19 தொற்று அடைந்தவர்களில் இதுவரை 74.24 % குணமடைந்துள்ளனர். #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN #Thalayangam,2020-07-30 13:01:59+00:00,#Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN #Thalayangam
10663,20494,22380,24467,24467,Thalayangamnews,"சென்னையில் இன்று மட்டும் 1,175 பேருக்கு கோவிட்-19 பாதிப்பு - மாநில மக்கள் நல்வாழ்வுத்துறை. #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN #Thalayangam",2020-07-30 13:00:15+00:00,#Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN #Thalayangam
10680,20526,22417,24507,24507,SakalMediaNews,भीषण! गॅस गिझरच ठरला ‘गॅस बॉम्ब..​ स्फोटात ५८ वर्षीय महिला ठार...धक्कदायक प्रकार #nashik #marathinews #sakal #sakalnews #viral #viralnews #digital #digitalnews #covid19 #coronavirus #lockdown #people #Police #doctors #gasgeyser #explosion #woman,2020-07-30 12:39:27+00:00,#nashik #marathinews #sakal #sakalnews #viral #viralnews #digital #digitalnews #covid19 #coronavirus #lockdown #people #Police #doctors #gasgeyser #explosion #woman
10688,20542,22434,24527,24527,corona_scotnews,Coronavirus: Confirmed and indicative dates announced for further easing of lockdown restrictions in Scotland http://dlvr.it/RcgLHx #coronavirus #covid19,2020-07-30 12:28:32+00:00,#coronavirus #covid19
10691,20547,22439,24532,24532,airnews_Chennai,"#BREAKING || சென்னையில் தற்போது கோவிட்-19 க்கான சிகிச்சை பெற்று வருபவர்களின் எண்ணிக்கை 12,785 - மாநில மக்கள் நல்வாழ்வுத்துறை. #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN",2020-07-30 12:24:00+00:00,#BREAKING #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN
10693,20551,22444,24537,24537,airnews_Chennai,#TNCoronaUpdate: தமிழகத்தில் உள்ள மொத்த கோவிட்-19 பரிசோதனை நிலையங்கள் 119 (58 அரசு + 61 தனியார்) #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN,2020-07-30 12:22:58+00:00,#TNCoronaUpdate #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN
10694,20553,22446,24539,24539,airnews_Chennai,#BREAKING || தமிழகத்தில் இன்று ஒரே நாளில் 97 பேர் உயிரிழப்பு - மாநில மக்கள் நல்வாழ்வுத்துறை. #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN,2020-07-30 12:22:32+00:00,#BREAKING #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN
10695,20555,22448,24541,24541,airnews_Chennai,"#BREAKING || சென்னையில் இன்று மட்டும் 1,175 பேருக்கு கோவிட்-19 பாதிப்பு - மாநில மக்கள் நல்வாழ்வுத்துறை. #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN",2020-07-30 12:22:10+00:00,#BREAKING #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN
10696,20557,22450,24544,24544,airnews_Chennai,"#BREAKING || தமிழகத்தில் கோவிட்-19 க்கான பரிசோதனை இன்று மட்டும் 59,437 பேருக்கு செய்யப்பட்டுள்ளது - மாநில மக்கள் நல்வாழ்வுத்துறை. #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN",2020-07-30 12:21:26+00:00,#BREAKING #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN
10697,20559,22452,24546,24546,airnews_Chennai,"#BREAKING || தமிழகத்தில் கோவிட்-19-னால் பாதித்தவர்களில் இன்று மட்டும் 5,295-பேர் குணமடைந்து வீடு திரும்பியுள்ளனர் - மாநில மக்கள் நல்வாழ்வுத்துறை. #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN",2020-07-30 12:20:59+00:00,#BREAKING #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN
10703,20571,22466,24560,24560,SakalMediaNews,मोठी बातमी - हॉटस्पॉट ठरलेल्या धारावीतून आली 'ही' आनंदाची बातमी https://www.esakal.com/mumbai/only-2-corona-virus-patients-were-found-dharavi-wednesday-327681 #Dharavi #Corona #CoronaHotSpot #Covid19 #Lockdown #MarathiNews #Ssakal #SakalNews #Viral #ViralNews,2020-07-30 12:14:37+00:00,#Dharavi #Corona #CoronaHotSpot #Covid19 #Lockdown #MarathiNews #Ssakal #SakalNews #Viral #ViralNews
10708,20581,22476,24570,24570,NewsoftheMarket,"Hello 2020! Only thing we haven't had this year is a nuclear war. After Aussie fires, earthquakes, Covid19 pandemic, civil unrest, bankruptcies of major airlines, millions in job losses, entire world in lockdown, all we needed was a nuclear war! ",2020-07-30 12:09:53+00:00,
10722,20608,22506,24601,24601,SakalMediaNews,काल रिपोर्ट आला कोरोना पॉझिटिव्ह आणि आज लगेच डिस्चार्ज?? ग्रामस्थांना भरली धडकी...भोंगळ कारभार चव्हाट्यावर #nashik #marathinews #sakal #sakalnews #viral #viralnews #digital #digitalnews #covid19 #coronavirus #lockdown #people #Police #doctors,2020-07-30 11:55:20+00:00,#nashik #marathinews #sakal #sakalnews #viral #viralnews #digital #digitalnews #covid19 #coronavirus #lockdown #people #Police #doctors
10737,20637,22536,24632,24632,airnewsalerts,#Nagaland Government extends lockdown till August 31. The decision was decided today during the High Powered Committee on #COVID19 meeting led by Chief Minister Neiphiu Rio. ,2020-07-30 11:36:46+00:00,#Nagaland #COVID19
10739,20641,22541,24637,24637,news7tamil,#BREAKING ஆன்லைன் வகுப்புக்கான வழிகாட்டு நெறிமுறைகளை வெளியிட்டது தமிழக பள்ளிக்கல்வித்துறை! http://www.ns7.tv | #OnlineClass | #Covid19 | #Lockdown | @KASengottaiyan,2020-07-30 11:31:07+00:00,#BREAKING #OnlineClass #Covid19 #Lockdown
10758,20678,22579,24677,24677,SakalMediaNews,ह्रदयद्रावक! चिमुकला गौरव खेळता खेळता अचानकच झाला शांत...आईने फोडला हंबरडा #nashik #marathinews #sakal #sakalnews #viral #viralnews #digital #digitalnews #covid19 #coronavirus #lockdown #people #Police #doctors #baby #death,2020-07-30 11:11:13+00:00,#nashik #marathinews #sakal #sakalnews #viral #viralnews #digital #digitalnews #covid19 #coronavirus #lockdown #people #Police #doctors #baby #death
10774,20708,22609,24710,24710,dzrhnews,"NIDEC Philippines sa Biñan, Laguna, isinailalim sa lockdown; mahigit 200 empleyado, nagpositibo sa #COVID19 | #DZRHEveningNews #DZRHNationwide",2020-07-30 10:56:46+00:00,#COVID19 #DZRHEveningNews #DZRHNationwide
10796,20747,22651,24759,24759,ABPNews,#COVID19: तमिलनाडु सरकार ने रियायतों के साथ 31 अगस्त तक बढ़ाया लॉकडाउन #TamilNadu #Lockdown ,2020-07-30 10:27:33+00:00,#COVID19 #TamilNadu #Lockdown
10824,20800,22713,24830,24830,CatchNews,#TamilNadu: Coronavirus lockdown extended till August 31 #lockdownextension #coronavirus #COVID19 ,2020-07-30 09:49:08+00:00,#TamilNadu #lockdownextension #coronavirus #COVID19
10828,20808,22721,24839,24839,TnNewsNetwork24,"#TN extends #COVID19 lockdown till Aug 31! Complete lockdown on all Sundays. Dine-in with 50% capacity from 6am to 7pm. Parcel till 9pm. No public transport. E-pass system 4 inter &amp; intra state travel to continue. Theatres, Malls, Educational institutions gyms to remain shut.",2020-07-30 09:45:40+00:00,#TN #COVID19
10831,20813,22726,24844,24844,polimernews,வழிபாட்டுத்தலங்களுக்கு தளர்வுகள்.. மாவட்டம் விட்டு மாவட்டம் செல்ல இ-பாஸ் கட்டாயம்..! #TamilNadu | #Temple | #EPass | #LockDown | #Covid19 | #LockDownExtension | #UnLock3Guidelines,2020-07-30 09:42:47+00:00,#TamilNadu #Temple #EPass #LockDown #Covid19 #LockDownExtension #UnLock3Guidelines
10845,20840,22758,24881,24881,news7tamil,Top 10 தமிழ்நாடு செய்திகள் (30.07.2020) YouTube Subscribe Link ➤ https://bit.ly/34EmUE5 #TOP10News | #TNNews | #Tamilnadu | #Top10 | #Corona | #COVID19 | #Lockdown ,2020-07-30 09:18:51+00:00,#TOP10News #TNNews #Tamilnadu #Top10 #Corona #COVID19 #Lockdown
10851,20852,22771,24895,24895,ishnews_tv,The Ministry of Home Affairs issued fresh guidelines for Unlock 3.0 to relax the lockdown restrictions in all areas except containment zones. Website: https://ish.news/qx76 #Unlock3 #COVID19 @MoHFW_INDIA @HMOIndia,2020-07-30 09:06:53+00:00,#Unlock3 #COVID19
